time,T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20190118:0500,-0.63,91.4,0,0,0,231.6,2.34,252,101659
20190118:0600,-0.86,92.1,0,0,0,236.2,2.21,251,101689
20190118:0700,-1.49,92.85,0,0,0,238.4,1.79,232,101729
20190118:0800,-2.15,93.4,16,18,15,235,1.79,203,101749
20190118:0900,-1.37,95.7,105,187.41,73,234,1.03,170,101799
20190118:1000,1.37,94.65,205,418.47,98,241.4,1.03,151,101829
20190118:1100,3.09,90.65,188,144.45,144,255.2,1.45,156,101839
20190118:1200,4,86.4,275,528.41,109,260.8,1.86,163,101799
20190118:1300,4.4,80.9,218,348.99,119,261,2.34,169,101769
20190118:1400,4.4,79.35,115,97.55,94,257,2.34,171,101729
20190118:1500,4.07,81.65,61,149.68,44,261.6,2,164,101709
20190118:1600,2.97,85.35,0,0,0,253.2,2.14,153,101689
20190118:1700,1.8,88.4,0,0,0,249,2.34,151,101679
20190118:1800,1.09,89.6,0,0,0,249.6,2.48,152,101679
20190118:1900,1.18,87.05,0,0,0,274.6,2.34,150,101669
20190118:2000,0.93,86.2,0,0,0,274.6,2.34,152,101639
20190118:2100,0.29,87.1,0,0,0,255.6,2.48,152,101619
20190118:2200,-0.44,88.2,0,0,0,238.6,2.62,152,101619
20190118:2300,-0.84,88.05,0,0,0,239.8,2.76,153,101609
20190119:0000,-0.95,86.5,0,0,0,249.4,2.69,154,101589
20190119:0100,-1.14,85.15,0,0,0,248.4,2.62,156,101539
20190119:0200,-1.47,84.45,0,0,0,239.4,2.55,152,101499
20190119:0300,-1.54,82.8,0,0,0,245,2.62,145,101459
20190119:0400,-1.72,81.45,0,0,0,238.2,2.76,138,101409
20190119:0500,-1.86,80.25,0,0,0,234.6,2.83,134,101350
20190119:0600,-2.01,79.75,0,0,0,232.2,2.83,134,101320
20190119:0700,-1.93,84.95,0,0,0,230,2.97,131,101300
20190119:0800,-1.69,84.85,20,51.76,17,239.6,3.03,132,101290
20190119:0900,-0.89,84.35,146,570.78,47,231.6,3.1,131,101290
20190119:1000,0.45,82.5,221,514.15,88,229.2,3.03,132,101290
20190119:1100,1.76,78.35,308,828.31,53,235,3.45,135,101230
20190119:1200,2.93,74.25,319,837.46,53,239.4,3.52,136,101180
20190119:1300,3.63,71.3,277,751.77,61,237,3.38,134,101110
20190119:1400,3.93,69.9,202,712.3,46,238.2,3.24,127,101040
20190119:1500,3.42,72.6,86,443.14,34,232,2.97,118,100990
20190119:1600,2.18,75.55,0,0,0,234.4,3.03,114,100980
20190119:1700,0.96,78.7,0,0,0,229.8,3.17,116,100980
20190119:1800,0.19,79.7,0,0,0,227.2,3.1,121,100990
20190119:1900,-0.81,80.65,0,0,0,221.8,2.76,113,101000
20190119:2000,-1.17,81.7,0,0,0,225.6,2.62,117,101020
20190119:2100,-1.29,82.2,0,0,0,235.4,2.55,117,101020
20190119:2200,-1.31,82.5,0,0,0,243,2.48,113,101040
20190119:2300,-1.47,83.15,0,0,0,239,2.48,106,101070
20190120:0000,-1.55,83,0,0,0,243.8,2.48,101,101080
20190120:0100,-1.5,81.9,0,0,0,252.6,2.41,98,101070
20190120:0200,-1.85,82.4,0,0,0,239.6,2.41,95,101090
20190120:0300,-1.95,81.7,0,0,0,244.6,2.41,93,101110
20190120:0400,-2.11,81.4,0,0,0,243,2.41,90,101130
20190120:0500,-2.53,82.5,0,0,0,227.6,2.34,88,101150
20190120:0600,-2.9,83.4,0,0,0,222.8,2.28,85,101180
20190120:0700,-3.64,87.05,0,0,0,217.2,2.21,76,101240
20190120:0800,-3.86,87.35,37,347.25,16,213,2.28,72,101320
20190120:0900,-3.03,85.5,151,590.06,47,211.6,2.07,71,101389
20190120:1000,-1.43,78.9,250,737.28,57,212.2,2.34,74,101479
20190120:1100,-0.11,74.95,302,732.61,74,213,2.14,73,101519
20190120:1200,0.86,71.5,324,828.14,58,214.2,1.86,62,101539
20190120:1300,1.47,70.95,284,766.17,61,215.6,2.07,50,101559
20190120:1400,1.53,70.45,202,659.67,55,216.6,2.28,44,101569
20190120:1500,0.9,74.5,87,404.33,38,217,2.07,37,101609
20190120:1600,-0.52,78.55,0,0,0,215.6,2.34,38,101669
20190120:1700,-1.66,81.15,0,0,0,213.4,2.34,44,101729
20190120:1800,-2.39,83,0,0,0,212.4,2.28,49,101819
20190120:1900,-2.74,83.6,0,0,0,213.4,2.07,46,101909
20190120:2000,-3.32,85.15,0,0,0,213.4,2.07,42,101968
20190120:2100,-3.76,86.05,0,0,0,213.6,2,45,102028
20190120:2200,-4.15,86.8,0,0,0,213.4,1.86,48,102058
20190120:2300,-4.41,87.1,0,0,0,213.2,1.72,54,102088
20190121:0000,-4.1,85.85,0,0,0,213.2,1.45,50,102118
20190121:0100,-3.86,85.6,0,0,0,213,1.31,25,102158
20190121:0200,-4.1,87.25,0,0,0,212.8,1.31,9,102178
20190121:0300,-4.15,88.35,0,0,0,212.4,1.24,2,102168
20190121:0400,-2.82,86.7,0,0,0,212.2,0.83,11,102178
20190121:0500,-2.93,87.6,0,0,0,211.6,0.21,71,102148
20190121:0600,-3.05,88.45,0,0,0,211.4,0.21,229,102168
20190121:0700,-3.42,91.8,0,0,0,211.2,0.55,265,102208
20190121:0800,-4.75,93.7,38,332.8,17,210.6,1.03,256,102238
20190121:0900,-4.16,92.95,151,563.71,50,210.2,0.69,243,102248
20190121:1000,-1.57,83.85,246,667.98,69,212.4,0.69,234,102258
20190121:1100,0.28,74.4,292,635.57,92,215.8,0.83,226,102228
20190121:1200,1.5,67.15,311,695.65,85,217.6,1.17,228,102168
20190121:1300,2.17,63.1,270,620.58,87,219.8,1.45,228,102098
20190121:1400,2.21,63.4,183,449.84,81,220.6,1.52,223,102018
20190121:1500,1.44,70.2,68,143.88,50,220,1.66,213,101929
20190121:1600,-0.08,75.85,0,0,0,218.2,2.21,206,101909
20190121:1700,-1.63,81.5,0,0,0,217.4,2.21,205,101869
20190121:1800,-2.5,84.55,0,0,0,214.8,2.28,212,101829
20190121:1900,-2.53,85.5,0,0,0,215,2.34,208,101799
20190121:2000,-2.71,85.6,0,0,0,214.4,2.48,201,101739
20190121:2100,-2.7,85.55,0,0,0,215.4,2.69,192,101639
20190121:2200,-2.6,85.55,0,0,0,216.8,2.9,190,101559
20190121:2300,-2.44,85,0,0,0,221.2,3.17,191,101459
20190122:0000,-2.26,83.9,0,0,0,226,3.52,188,101340
20190122:0100,-2.18,82.6,0,0,0,224.8,3.86,187,101230
20190122:0200,-2.13,81.6,0,0,0,223.4,4.14,187,101100
20190122:0300,-1.99,80.4,0,0,0,232.4,4.48,185,100950
20190122:0400,-1.75,78.65,0,0,0,245.2,4.76,184,100801
20190122:0500,-1.37,76.65,0,0,0,263,4.97,185,100661
20190122:0600,-1.03,76.25,0,0,0,271.8,5.17,185,100581
20190122:0700,-1.23,78.6,0,0,0,272.8,5.59,186,100471
20190122:0800,-1.13,81.05,17,15.19,16,281.4,5.86,186,100401
20190122:0900,-0.78,83.7,67,16.47,64,299.8,5.79,189,100341
20190122:1000,-0.63,86.8,101,11.18,98,307.4,4.41,189,100331
20190122:1100,-0.26,87.75,91,0,91,308.8,4.34,193,100281
20190122:1200,0.05,88.7,98,0,98,307.2,4.14,197,100232
20190122:1300,0.53,88.95,68,0,68,305.2,3.93,201,100152
20190122:1400,0.78,89.95,51,0,51,297,3.31,200,100062
20190122:1500,0.99,90.1,18,0,18,278.8,3.31,198,100012
20190122:1600,0.3,93.2,0,0,0,261.2,2.97,193,99972
20190122:1700,-0.51,94.75,0,0,0,248.8,2.97,190,99932
20190122:1800,-0.76,94.95,0,0,0,256.2,2.9,185,99892
20190122:1900,-0.65,95.6,0,0,0,266.2,3.52,186,99852
20190122:2000,-0.39,96.35,0,0,0,289.2,3.38,184,99792
20190122:2100,-0.27,96.75,0,0,0,294.2,3.1,180,99712
20190122:2200,-0.21,96.35,0,0,0,294.8,3.03,174,99663
20190122:2300,-0.15,95.25,0,0,0,300.6,2.83,164,99623
20190123:0000,-0.25,94.1,0,0,0,299,2.76,153,99513
20190123:0100,-0.65,94.55,0,0,0,282,2.83,137,99453
20190123:0200,-0.85,93.95,0,0,0,283.6,2.9,126,99423
20190123:0300,-1.02,93.55,0,0,0,282.8,2.97,116,99353
20190123:0400,-1.22,93.5,0,0,0,275.4,3.03,109,99313
20190123:0500,-1.19,92.7,0,0,0,283.2,2.97,99,99333
20190123:0600,-1.38,93,0,0,0,272.4,2.9,87,99353
20190123:0700,-1.24,93.25,0,0,0,281,2.83,79,99413
20190123:0800,-1.39,93.2,6,0,6,276,3.03,70,99463
20190123:0900,-1.09,91.5,66,10.79,64,277.6,2.9,65,99543
20190123:1000,-0.51,88,121,33.12,112,260.2,2.62,56,99643
20190123:1100,0.42,82.85,130,15.53,125,246.6,2.97,47,99712
20190123:1200,1.13,78.2,247,291.72,150,242.2,3.31,37,99772
20190123:1300,1.44,75.6,217,264.2,137,254.2,3.66,34,99822
20190123:1400,1.42,76.65,173,327.93,96,242.6,3.66,31,99892
20190123:1500,0.84,80.9,83,247.83,50,239,2.83,18,99962
20190123:1600,-0.24,85.55,0,0,0,237,2.76,12,100072
20190123:1700,-1.34,88.95,0,0,0,231.8,2.76,12,100172
20190123:1800,-1.95,90.4,0,0,0,228.8,2.76,14,100252
20190123:1900,-0.93,86.45,0,0,0,287.2,2.41,23,100321
20190123:2000,-0.86,85.3,0,0,0,291.6,2.14,24,100381
20190123:2100,-0.79,84.25,0,0,0,298.2,1.86,26,100431
20190123:2200,-0.8,83.65,0,0,0,299.8,1.72,29,100501
20190123:2300,-0.93,83.7,0,0,0,294.4,1.52,30,100551
20190124:0000,-1,83.25,0,0,0,295.2,1.31,22,100631
20190124:0100,-1.19,83.8,0,0,0,289.2,1.03,358,100671
20190124:0200,-1.29,84.35,0,0,0,290.2,1.03,326,100731
20190124:0300,-1.46,85.5,0,0,0,285.8,1.17,305,100721
20190124:0400,-1.73,87.05,0,0,0,275.8,1.31,293,100771
20190124:0500,-1.74,87.3,0,0,0,282.2,1.31,284,100761
20190124:0600,-2.07,88.95,0,0,0,268.2,1.45,273,100811
20190124:0700,-1.91,91.4,0,0,0,278,1.17,235,100840
20190124:0800,-1.69,90.6,45,362.89,19,282.8,1.17,204,100900
20190124:0900,-0.72,86.6,119,201.5,81,285.8,1.24,191,100930
20190124:1000,0.06,84.05,115,21.8,109,282.6,1.45,196,100980
20190124:1100,0.8,81.65,78,0,78,281,1.72,202,101010
20190124:1200,1.6,80,142,20.8,135,280,2,204,101000
20190124:1300,2,81.15,72,0,72,281.6,2.07,208,100980
20190124:1400,2.27,81.7,44,0,44,279,2.28,213,100970
20190124:1500,2.14,84.15,47,14.57,45,272,2.07,216,101020
20190124:1600,1.5,88.55,0,0,0,278,1.93,213,101020
20190124:1700,0.57,92.85,0,0,0,272.6,2,212,101050
20190124:1800,0.13,94.4,0,0,0,275,1.93,214,101100
20190124:1900,-0.09,95.9,0,0,0,274.4,1.93,226,101150
20190124:2000,-0.84,95.65,0,0,0,247.4,2.07,223,101180
20190124:2100,-0.79,95.2,0,0,0,271.2,1.86,220,101190
20190124:2200,-1.38,94.9,0,0,0,246.8,2.07,225,101260
20190124:2300,-1.32,94.7,0,0,0,261.8,2.07,224,101260
20190125:0000,-2.85,95.15,0,0,0,254,2,221,101260
20190125:0100,-2.72,95.45,0,0,0,272.6,1.86,219,101300
20190125:0200,-2.93,95.8,0,0,0,265,1.79,215,101310
20190125:0300,-3.19,96.1,0,0,0,261.4,1.72,213,101270
20190125:0400,-3.63,96.55,0,0,0,256.6,1.79,203,101280
20190125:0500,-4.89,97.05,0,0,0,255.6,1.86,197,101300
20190125:0600,-5.11,97.35,0,0,0,256.6,1.93,194,101330
20190125:0700,-4.34,97.4,0,0,0,264,2.34,197,101300
20190125:0800,-2.96,96.85,39,187.38,25,279.6,2.34,202,101360
20190125:0900,-1.17,96.55,88,57.31,77,293.6,2.41,201,101380
20190125:1000,0.51,95,124,35.86,114,308.4,3.45,206,101399
20190125:1100,1.47,93.25,97,0,97,312.8,4.07,208,101330
20190125:1200,1.71,93.45,65,0,65,313.6,3.72,207,101280
20190125:1300,1.77,93.4,72,0,72,316,4,208,101210
20190125:1400,2.21,92.2,38,0,38,317.4,4.14,208,101160
20190125:1500,2.47,92.5,16,0,16,320.8,4.28,213,101110
20190125:1600,2.83,93.6,0,0,0,325.8,4.21,217,101100
20190125:1700,3.21,95.6,0,0,0,329,3.93,221,101100
20190125:1800,3.76,97.05,0,0,0,333.4,3.72,225,101080
20190125:1900,4.44,97.45,0,0,0,335,3.79,232,101080
20190125:2000,5.3,96.6,0,0,0,339.6,3.79,242,101070
20190125:2100,6.15,96.95,0,0,0,334.8,3.72,254,101060
20190125:2200,6.8,96.4,0,0,0,340.2,3.72,260,101070
20190125:2300,6.94,96.1,0,0,0,337.8,3.79,263,101080
20190126:0000,6.86,96,0,0,0,337.2,3.72,265,101060
20190126:0100,6.57,96.3,0,0,0,334.25,3.59,262,101040
20190126:0200,6.36,96.4,0,0,0,336.6,3.52,255,101020
20190126:0300,6.18,96.4,0,0,0,336.4,3.66,248,100960
20190126:0400,6.02,96.5,0,0,0,331.6,3.79,244,100940
20190126:0500,5.61,97,0,0,0,312.2,3.79,240,100890
20190126:0600,5.25,97.65,0,0,0,298.6,3.86,239,100850
20190126:0700,5.46,97.75,0,0,0,321.6,4.14,245,100811
20190126:0800,5.79,98.25,18,0,18,338.2,4.07,245,100811
20190126:0900,6.16,97.8,53,0,53,337,4.07,240,100751
20190126:1000,6.73,96.45,52,0,52,343,4.34,236,100691
20190126:1100,7.4,93.3,110,3,109,335.2,4.62,235,100621
20190126:1200,8.08,91.1,77,0,77,331,4,229,100501
20190126:1300,8.37,90.75,26,0,26,334.4,4.28,229,100361
20190126:1400,8.32,88.95,76,4.04,75,325,4.62,231,100252
20190126:1500,8.32,88.1,57,34.31,52,330.2,4.48,227,100142
20190126:1600,8.01,90.1,0,0,0,322.6,4.41,218,100022
20190126:1700,7.86,92.15,0,0,0,342,5.31,216,99882
20190126:1800,7.7,91.85,0,0,0,346.2,6.28,217,99742
20190126:1900,7.7,86.25,0,0,0,342,6,206,99613
20190126:2000,7.7,86,0,0,0,341.4,6.21,207,99443
20190126:2100,7.81,85.65,0,0,0,342.4,6.34,205,99283
20190126:2200,7.91,86.25,0,0,0,342.8,6.69,205,99163
20190126:2300,7.85,88.25,0,0,0,344.2,6.69,206,99014
20190127:0000,7.62,91.2,0,0,0,343.8,6.62,209,98894
20190127:0100,7.43,89.95,0,0,0,330.05,6.62,215,98744
20190127:0200,7.25,88.8,0,0,0,332.6,6.48,218,98654
20190127:0300,7.09,88.25,0,0,0,333.6,6.28,218,98535
20190127:0400,6.8,88.7,0,0,0,319,6,217,98445
20190127:0500,6.52,88.9,0,0,0,314.6,5.93,218,98355
20190127:0600,6.44,89,0,0,0,335,5.79,219,98315
20190127:0700,6.31,88.9,0,0,0,328.2,5.31,219,98265
20190127:0800,6.15,91.85,50,320.29,24,335,5.1,219,98265
20190127:0900,6.13,93.6,96,65.34,83,337.8,4.76,222,98275
20190127:1000,6.18,94.8,93,3.49,92,338.6,4.55,243,98365
20190127:1100,5.95,94.75,186,88.89,156,339.2,5.45,302,98495
20190127:1200,4.83,94.95,83,0,83,335.8,6.14,314,98634
20190127:1300,4.38,91.55,53,0,53,330.4,5.93,303,98704
20190127:1400,4.22,86.45,152,158.85,112,317.2,5.79,296,98784
20190127:1500,4.42,81.4,49,13.33,47,303.4,5.24,291,98844
20190127:1600,4.12,79.35,0,0,0,281.4,4.97,287,98904
20190127:1700,3.61,78.95,0,0,0,274.4,4.62,279,98944
20190127:1800,3.09,81.95,0,0,0,274.8,4.83,273,98994
20190127:1900,3.26,86.8,0,0,0,264.6,5.24,272,99024
20190127:2000,3.59,85.6,0,0,0,279.4,5.79,270,99064
20190127:2100,3.86,82.1,0,0,0,303.2,6.69,269,99034
20190127:2200,3.41,85.9,0,0,0,313.2,7.52,268,99074
20190127:2300,3.05,87.7,0,0,0,314.8,7.86,267,99094
20190128:0000,3.02,87.15,0,0,0,313.8,8.21,271,99104
20190128:0100,3.12,87,0,0,0,316.25,8.55,276,99143
20190128:0200,3.01,88.5,0,0,0,317.6,8.69,281,99163
20190128:0300,3.06,89.3,0,0,0,317.4,8.34,287,99203
20190128:0400,3.34,88.25,0,0,0,318.4,8.07,294,99253
20190128:0500,3.48,87.35,0,0,0,315.4,7.59,301,99273
20190128:0600,3.46,85.7,0,0,0,308.8,7.1,304,99333
20190128:0700,3.55,86.75,0,0,0,310.8,6.83,309,99413
20190128:0800,3.47,87.6,34,59.13,29,309,6.97,313,99533
20190128:0900,3.59,87.4,98,64.16,85,303.8,6.76,314,99623
20190128:1000,4.19,89.5,267,664.83,74,289.8,5.59,310,99742
20190128:1100,4.74,89.2,294,500.53,123,305.4,4.76,305,99852
20190128:1200,4.95,88.95,74,0,74,309,5.59,304,99962
20190128:1300,4.96,90.5,171,70.99,148,281.4,5.59,303,99992
20190128:1400,4.77,88.95,228,624.44,68,278.6,6.07,308,100112
20190128:1500,4.4,90.45,13,0,13,282.4,5.24,307,100192
20190128:1600,3.69,87.45,0,0,0,284.6,5.72,312,100281
20190128:1700,3.2,87.9,0,0,0,271,4.83,310,100371
20190128:1800,2.78,87.15,0,0,0,255.4,4.41,310,100471
20190128:1900,2.62,83.5,0,0,0,256.8,3.86,304,100541
20190128:2000,2.28,85.2,0,0,0,263.6,3.52,303,100591
20190128:2100,1.79,85.85,0,0,0,250.8,3.24,299,100621
20190128:2200,1.67,85.6,0,0,0,271,2.97,291,100641
20190128:2300,1.32,85,0,0,0,262.4,2.9,282,100701
20190129:0000,0.92,87.9,0,0,0,264.8,2.76,273,100671
20190129:0100,0.89,90.8,0,0,0,276.6,2.69,262,100671
20190129:0200,0.5,92.2,0,0,0,265.2,2.69,250,100671
20190129:0300,-0.21,92.25,0,0,0,246.6,2.69,237,100661
20190129:0400,-0.92,91.9,0,0,0,239.4,2.69,228,100601
20190129:0500,-1.78,91.25,0,0,0,223.2,2.83,222,100591
20190129:0600,-2.31,90.35,0,0,0,219.2,2.9,216,100551
20190129:0700,-2.49,90.45,0,0,0,221.2,2.83,204,100501
20190129:0800,-2.32,90.35,61,431.53,23,227.4,2.97,194,100431
20190129:0900,-1.2,90.4,174,547.54,61,224.2,2.83,188,100381
20190129:1000,0.56,86.85,254,519.86,101,220.4,3.31,186,100291
20190129:1100,2.21,81.5,303,523.34,122,226.4,3.66,188,100212
20190129:1200,3.42,76.15,288,380.41,152,236.4,3.86,184,100082
20190129:1300,4.16,71.45,253,334.89,143,251.2,4.07,179,99932
20190129:1400,4.49,68.05,192,310.68,111,245.2,4,175,99822
20190129:1500,4.24,68.65,80,88.12,66,238,3.59,168,99742
20190129:1600,3.28,70.1,0,0,0,242.4,3.52,160,99643
20190129:1700,2.58,70,0,0,0,268,3.66,153,99563
20190129:1800,2.25,69.35,0,0,0,279.2,3.72,149,99493
20190129:1900,2.14,70.9,0,0,0,283.4,3.52,146,99413
20190129:2000,1.85,73.6,0,0,0,284.8,3.17,141,99333
20190129:2100,1.67,76.4,0,0,0,288.6,2.83,139,99293
20190129:2200,1.46,79.45,0,0,0,291.2,2.41,132,99243
20190129:2300,1.24,82.95,0,0,0,296.8,2.07,117,99173
20190130:0000,1.04,85.3,0,0,0,297.4,1.93,96,99124
20190130:0100,0.91,86.15,0,0,0,299.4,1.79,80,99054
20190130:0200,0.79,86.35,0,0,0,298.6,1.79,69,99034
20190130:0300,0.61,86.55,0,0,0,295,1.79,62,99024
20190130:0400,0.42,87,0,0,0,293.2,1.66,62,99004
20190130:0500,0.21,88.25,0,0,0,294.2,1.38,66,99024
20190130:0600,0.01,89.95,0,0,0,295.8,1.17,69,99014
20190130:0700,-0.1,92.8,0,0,0,302.4,1.24,323,99034
20190130:0800,-0.09,93.8,5,0,5,303.2,1.52,303,99094
20190130:0900,0.12,93.7,33,0,33,302.8,2.07,292,99134
20190130:1000,0.71,92.65,104,6.7,102,301,2.62,289,99173
20190130:1100,1.46,91,185,68.54,161,301.6,3.17,290,99263
20190130:1200,2.46,85.95,129,5.53,127,301.8,4.14,294,99253
20190130:1300,2.95,83.3,146,27.03,137,303.6,3.93,291,99253
20190130:1400,3.09,80.3,156,131.94,121,296.2,4.83,290,99303
20190130:1500,2.94,81,66,30.61,61,282.4,4.34,281,99343
20190130:1600,2.26,83.5,0,0,0,269.8,3.52,270,99383
20190130:1700,1.15,88,0,0,0,260,2.83,253,99403
20190130:1800,0,90.75,0,0,0,242,2.55,242,99413
20190130:1900,-0.98,90.75,0,0,0,228.8,2.41,226,99443
20190130:2000,-1.9,91,0,0,0,223,2.41,217,99453
20190130:2100,-2.44,91.5,0,0,0,221.4,2.34,211,99463
20190130:2200,-2.85,91.75,0,0,0,220.4,2.28,207,99453
20190130:2300,-3.15,92.1,0,0,0,222.6,2.14,204,99463
20190131:0000,-3.51,92.55,0,0,0,218.4,2.14,203,99483
20190131:0100,-3.77,93.15,0,0,0,221.6,2.07,203,99473
20190131:0200,-4.08,93.6,0,0,0,218,2,200,99483
20190131:0300,-4.38,94.1,0,0,0,217.4,2,197,99463
20190131:0400,-4.69,94.85,0,0,0,217.6,1.93,198,99453
20190131:0500,-4.93,95.4,0,0,0,221,1.86,198,99443
20190131:0600,-5.15,95.65,0,0,0,219.8,1.79,197,99443
20190131:0700,-4.72,95.5,0,0,0,227.4,1.66,197,99463
20190131:0800,-4.45,96.3,44,94.39,35,241,1.72,184,99473
20190131:0900,-3.45,96.5,83,18.67,79,248.6,1.79,171,99473
20190131:1000,-1.74,95.8,89,0,89,271.2,2.41,168,99473
20190131:1100,-0.5,92.9,70,0,70,270.8,2.69,169,99463
20190131:1200,1.2,84.2,61,0,61,274.2,3.1,170,99413
20190131:1300,2.27,77.9,71,0,71,255,3.17,163,99353
20190131:1400,2.96,71.85,77,0,77,264.6,3.38,147,99273
20190131:1500,3.13,68.7,82,77.42,69,274.4,3.38,136,99183
20190131:1600,0.71,80.95,0,0,0,255.61,3.98,122,99084
20190131:1700,0.46,80.88,0,0,0,253.2,4.03,110,99014
20190131:1800,0.22,80.81,0,0,0,250.79,4.08,114,98924
20190131:1900,-0.03,80.74,0,0,0,248.38,4.14,100,98864
20190131:2000,-0.28,80.67,0,0,0,245.97,4.19,93,98744
20190131:2100,-0.53,80.6,0,0,0,243.56,4.25,92,98664
20190131:2200,-0.78,80.53,0,0,0,241.15,4.3,92,98594
20190131:2300,-1.03,80.45,0,0,0,238.74,4.36,92,98485
20090201:0000,-1.28,80.38,0,0,0,236.33,4.41,80,101320
20090201:0100,-1.53,80.31,0,0,0,233.92,4.47,73,101300
20090201:0200,-1.77,80.24,0,0,0,231.51,4.52,72,101250
20090201:0300,-2.02,80.17,0,0,0,229.1,4.57,72,101220
20090201:0400,-2.27,80.1,0,0,0,226.69,4.63,71,101180
20090201:0500,-2.52,80.03,0,0,0,224.28,4.68,70,101130
20090201:0600,-2.77,79.96,0,0,0,221.87,4.74,67,101090
20090201:0700,-3.02,79.89,0,0,0,219.46,4.79,64,101080
20090201:0800,-1.69,74.5,51,141.2,37,246.2,4.9,63,101070
20090201:0900,-1.16,70.7,178,494.84,70,258,5.59,65,101030
20090201:1000,-0.65,64.35,120,13.03,116,256.2,5.93,71,100960
20090201:1100,-0.12,59.7,333,649,100,269.4,5.72,72,100900
20090201:1200,0.29,55.6,290,350.33,160,266.8,5.79,73,100821
20090201:1300,0.55,53.45,266,356.45,144,265.4,5.79,73,100721
20090201:1400,0.69,50.35,243,608.31,76,265.6,6.34,79,100641
20090201:1500,0.7,50.85,76,52.17,67,255.2,6.07,80,100651
20090201:1600,0.19,53.35,0,0,0,249.6,4.76,69,100631
20090201:1700,-0.42,56.1,0,0,0,248.2,4.76,63,100611
20090201:1800,-0.83,60.1,0,0,0,234.4,5.03,63,100591
20090201:1900,-1.26,62.8,0,0,0,254,5.86,66,100561
20090201:2000,-1.28,62.6,0,0,0,253.6,5.86,68,100521
20090201:2100,-1.44,62.65,0,0,0,244.6,5.59,67,100481
20090201:2200,-1.51,62.65,0,0,0,246.6,5.38,67,100401
20090201:2300,-1.72,63.85,0,0,0,236.4,5.31,66,100351
20090202:0000,-1.95,65.75,0,0,0,229.8,5.24,65,100281
20090202:0100,-2.16,68,0,0,0,223.8,5.03,66,100202
20090202:0200,-2.27,70.15,0,0,0,222.6,4.9,66,100142
20090202:0300,-2.16,71.1,0,0,0,241.2,4.97,66,100062
20090202:0400,-2.13,72.4,0,0,0,242.4,4.9,68,99972
20090202:0500,-1.79,72.15,0,0,0,269,4.9,70,99912
20090202:0600,-1.46,71.85,0,0,0,283,4.83,72,99812
20090202:0700,-1.17,75.35,0,0,0,291.8,4.62,71,99732
20090202:0800,-0.96,77.8,34,19.41,32,293.2,4.69,76,99673
20090202:0900,-0.63,81.8,35,0,35,303.4,3.72,75,99633
20090202:1000,-0.17,85.05,119,12.85,115,308.2,3.66,80,99573
20090202:1100,0.62,86.7,162,27.51,152,308.2,3.52,85,99473
20090202:1200,1.47,87,125,2.66,124,314.4,3.24,90,99413
20090202:1300,2.46,85.8,94,0,94,316.8,3.38,90,99323
20090202:1400,3.1,85.6,78,0,78,317.2,3.31,88,99233
20090202:1500,3.33,85.45,34,0,34,313.8,3.38,90,99193
20090202:1600,3.21,85.4,5,0,5,310.6,3.59,92,99193
20090202:1700,2.96,85.4,0,0,0,310.6,3.79,92,99213
20090202:1800,2.68,85,0,0,0,303.6,3.72,99,99223
20090202:1900,3.11,83.15,0,0,0,306.2,3.66,122,99213
20090202:2000,2.82,84.1,0,0,0,293.4,3.52,122,99223
20090202:2100,2.39,85.1,0,0,0,277.8,3.45,124,99253
20090202:2200,2.38,84.95,0,0,0,282.6,3.31,133,99283
20090202:2300,2.65,84.25,0,0,0,285.8,3.38,147,99313
20090203:0000,3.3,82.9,0,0,0,306,3.52,159,99343
20090203:0100,3.59,83.25,0,0,0,313.45,3.24,170,99403
20090203:0200,3.51,86.2,0,0,0,316.4,2.97,184,99463
20090203:0300,2.97,91.45,0,0,0,309,2.69,198,99503
20090203:0400,2.38,94.75,0,0,0,313.4,2.41,209,99563
20090203:0500,1.63,96.3,0,0,0,307,2.28,219,99643
20090203:0600,0.68,96.6,0,0,0,287,2.07,219,99712
20090203:0700,0.36,96.25,0,0,0,289.6,1.72,214,99792
20090203:0800,0.2,95.5,37,28.03,34,295,1.79,218,99862
20090203:0900,0.54,93,155,260.33,96,301,1.86,219,99872
20090203:1000,0.94,91.2,119,9.5,116,300,1.72,219,99922
20090203:1100,1.4,89.7,175,40.74,160,299.4,1.79,229,99962
20090203:1200,1.77,87.7,201,68.33,175,300,1.72,239,99972
20090203:1300,2.21,84.75,143,17.06,137,297.6,1.59,239,99952
20090203:1400,2.52,81.35,148,77.46,126,296.8,1.38,242,99922
20090203:1500,2.51,79.9,79,44,71,285.6,1.03,243,99932
20090203:1600,1.98,85.95,12,0,12,273,0.69,214,99922
20090203:1700,0.62,88.75,0,0,0,264.2,1.03,185,99962
20090203:1800,-0.57,91.9,0,0,0,276,1.52,181,99972
20090203:1900,-1.68,90.95,0,0,0,254.6,1.45,169,99992
20090203:2000,-2.15,90.6,0,0,0,247.2,1.45,174,99992
20090203:2100,-2.71,91,0,0,0,243.2,1.52,183,99972
20090203:2200,-3.7,90.85,0,0,0,217.2,1.72,195,99952
20090203:2300,-3.78,89.95,0,0,0,228.6,1.72,202,99912
20090204:0000,-3.99,89.2,0,0,0,225.6,1.66,204,99882
20090204:0100,-4.25,88.35,0,0,0,213.8,1.59,207,99852
20090204:0200,-4.38,87.75,0,0,0,211.4,1.45,208,99832
